4b67a98,Amine Rehioui,2024-04-12 13:44:19 +0000,factory ref
6e26e99,Amine Rehioui,2024-04-12 03:28:11 +0000,data
14234c7,Amine Rehioui,2024-04-10 23:01:31 +0000,blender default scene
cf53b3b,Amine Rehioui,2024-04-10 09:27:44 +0000,ranger
797467a,Amine Rehioui,2024-04-10 09:26:13 +0000,astraonaut
363d31d,Amine Rehioui,2024-04-10 02:56:29 +0000,conveyor polish
b545b6a,Amine Rehioui,2024-04-09 14:06:29 +0000,ak47 update
5275acf,Amine Rehioui,2024-04-09 03:03:13 +0000,ak47 wip
520fe17,Amine Rehioui,2024-04-08 19:00:54 +0000,proto meshes
fe307dd,Amine Rehioui,2024-04-08 13:44:22 +0000,data
645b023,Amine Rehioui,2024-04-06 16:19:40 +0000,data
ec30796,Amine Rehioui,2024-04-06 16:14:25 +0000,update factory
3386b8e,Amine Rehioui,2024-04-06 02:21:40 +0000,mine update
5959675,Amine Rehioui,2024-04-05 02:25:34 +0000,data
0505897,Amine Rehioui,2024-04-01 00:41:01 +0000,assets
bdcc16c,Amine Rehioui,2024-03-30 15:54:04 +0000,buildings
e099ff3,Amine Rehioui,2024-03-27 01:27:08 +0000,assets
59e0aaa,Amine Rehioui,2024-03-26 18:42:16 +0000,buildings wip
f079ebc,Amine Rehioui,2024-03-24 12:30:04 +0000,latest scene
f68d341,Amine Rehioui,2024-03-23 17:12:37 +0000,engine ui change
0154816,Amine Rehioui,2024-03-11 23:52:45 +0000,normalize size of iron-ore
f2f269a,Amine Rehioui,2024-03-10 20:45:59 +0100,data
baa4102,Amine Rehioui,2024-03-08 14:19:33 +0100,conveyor polish
07cc21b,Amine Rehioui,2024-03-07 23:30:01 +0100,conveyor polish
58c6fe0,Amine Rehioui,2024-03-07 02:14:34 +0100,conveyor cast shadow
3124cae,Amine Rehioui,2024-03-06 23:40:02 +0100,curved conveyors wip
d3f6339,Amine Rehioui,2024-03-06 13:01:29 +0100,conveyores wip
816d2ed,Amine Rehioui,2024-03-03 17:18:11 +0100,bubildings
7ef8250,Amine Rehioui,2024-03-03 16:37:52 +0100,update building
d66ba9d,Amine Rehioui,2024-03-03 11:12:11 +0100,building 1
46ff780,Amine Rehioui,2024-02-12 23:49:39 +0100,update scene
122b2d3,Amine Rehioui,2024-02-08 18:31:01 +0100,remove unused file
b438f8f,Amine Rehioui,2024-02-07 12:14:54 +0100,add font
8e49fef,Amine Rehioui,2024-02-06 23:59:23 +0100,update scene
cbf291c,Amine Rehioui,2024-01-30 22:11:39 +0100,fix trees
a8c92c5,Amine Rehioui,2024-01-30 14:21:36 +0100,game data
1f8ae8a,Amine Rehioui,2024-01-30 00:12:57 +0100,perlin textures
56e4898,Amine Rehioui,2024-01-27 20:36:06 +0100,Merge pull request #1 from aminere/engine-integration
bdad8e8,Amine Rehioui,2024-01-21 00:01:02 +0100,gamemap
3319514,Amine Rehioui,2024-01-19 23:27:53 +0100,range attack anims
1238807,Amine Rehioui,2024-01-16 23:52:54 +0100,idle anim
398bc89,Amine Rehioui,2024-01-16 15:24:54 +0100,death anim
6218193,Amine Rehioui,2024-01-16 00:00:27 +0100,more anims
5337adb,Amine Rehioui,2024-01-15 21:04:43 +0100,update game data
e42ba66,Amine Rehioui,2024-01-12 21:27:36 +0100,scene
4db593c,Amine Rehioui,2024-01-09 22:43:28 +0100,wip
6518f91,Amine Rehioui,2023-12-20 22:27:59 +0100,resource mining wip
32972ad,Amine Rehioui,2023-12-17 18:30:15 +0100,healthbar optim
0f285ff,Amine Rehioui,2023-12-13 16:44:36 +0100,wip
1eacdde,Amine Rehioui,2023-12-13 00:04:12 +0100,lib update
ba5f08f,Amine Rehioui,2023-12-04 23:45:10 +0100,particle texture
d636ace,Amine Rehioui,2023-11-27 01:27:46 +0100,terrain tiles wip
44aa401,Amine Rehioui,2023-11-25 00:42:34 +0100,minerals and trees
f9301d0,Amine Rehioui,2023-11-23 18:07:54 +0100,update scene
191d831,Amine Rehioui,2023-11-23 00:56:59 +0100,add render stats
5626a1e,Amine Rehioui,2023-11-22 20:33:04 +0100,input fixes
23d636c,Amine Rehioui,2023-11-22 17:03:45 +0100,fix fontsize
37f2b3f,Amine Rehioui,2023-11-22 16:04:54 +0100,game integration wip
34a36be,Amine Rehioui,2023-11-22 01:37:39 +0100,wip
c2806e6,Amine Rehioui,2023-11-21 22:52:53 +0100,gameui integration
f6c0ad0,Amine Rehioui,2023-11-21 22:00:38 +0100,game ui wip
b7070b2,Amine Rehioui,2023-11-21 20:03:56 +0100,fix touch input
e82b5c7,Amine Rehioui,2023-11-21 01:30:30 +0100,game integration wip
fa952f1,Amine Rehioui,2023-11-18 00:39:42 +0100,game ui wip
345aefc,Amine Rehioui,2023-11-17 21:19:45 +0100,handle resize
db0ec8e,Amine Rehioui,2023-11-17 20:52:34 +0100,engine integration wip
1f74d1a,Amine Rehioui,2023-11-15 01:07:12 +0100,wip
b3d763a,Amine Rehioui,2023-11-03 17:57:26 +0100,pathfinding wip
a5d6b79,Amine Rehioui,2023-11-03 01:53:38 +0100,unit pathfinding wip
87795ed,Amine Rehioui,2023-11-02 18:50:43 +0100,unity pathfinding wip
54b51dc,Amine Rehioui,2023-11-02 01:14:48 +0100,Unit pathfinding wip
91ef1e2,Amine Rehioui,2023-11-02 00:42:11 +0100,refactor map state
582e5ab,Amine Rehioui,2023-10-31 00:00:11 +0100,multiple units pathfinding wip
98470cd,Amine Rehioui,2023-10-30 21:26:55 +0100,smoother car dynamics
2883a6e,Amine Rehioui,2023-10-30 18:29:35 +0100,car pathfinding wip
bce7ea1,Amine Rehioui,2023-10-30 16:03:08 +0100,fast priority queue
0c5f91d,Amine Rehioui,2023-10-30 00:07:05 +0100,car assets
bce33fd,Amine Rehioui,2023-10-30 00:02:58 +0100,car assets
0b0109c,Amine Rehioui,2023-10-30 00:02:29 +0100,cars wip
287adba,Amine Rehioui,2023-10-29 18:35:44 +0100,pathfinding takes diagonal distance into account
274b74b,Amine Rehioui,2023-10-29 02:00:20 +0100,improve car pathfinding
8272041,Amine Rehioui,2023-10-28 23:25:53 +0100,wagon mesh support
41a7f78,Amine Rehioui,2023-10-28 18:20:37 +0100,transition without gsap
b256267,Amine Rehioui,2023-10-28 18:07:32 +0100,remove material ui and not needed modules
e9adf12,Amine Rehioui,2023-10-28 18:06:37 +0100,Fix wagon bug
1c941d4,Amine Rehioui,2023-10-28 16:46:05 +0100,improve train rotation center
5ae703d,Amine Rehioui,2023-10-28 01:01:10 +0100,motion on road wip
c2de2a4,Amine Rehioui,2023-10-27 23:37:21 +0100,cars wip
5be950f,Amine Rehioui,2023-10-27 18:08:20 +0100,game refactor
cd4d9a5,Amine Rehioui,2023-10-27 12:49:42 +0100,rails refactoring wip
e98a37b,Amine Rehioui,2023-10-27 12:34:05 +0100,engine tweaks
650bca7,Amine Rehioui,2023-10-27 12:29:29 +0100,multi-wagon trains!
ac69b38,Amine Rehioui,2023-10-27 12:28:37 +0100,component system optim
5711790,Amine Rehioui,2023-10-27 11:07:58 +0100,fix rail bugs
a1dd195,Amine Rehioui,2023-10-27 00:23:38 +0100,debugging wip
835c6a2,Amine Rehioui,2023-10-26 23:22:37 +0100,locomotive test
5a09fc2,Amine Rehioui,2023-10-26 19:44:26 +0100,train motion wip
64d0190,Amine Rehioui,2023-10-26 17:01:49 +0100,train motion wip
795a3d9,Amine Rehioui,2023-10-26 09:53:34 +0100,train motion wip
effefc5,Amine Rehioui,2023-10-26 01:27:43 +0100,train motion wip
433a221,Amine Rehioui,2023-10-25 21:14:01 +0100,train motion wip
655fe90,Amine Rehioui,2023-10-25 16:45:06 +0100,Train motion wip
e71f49f,Amine Rehioui,2023-10-24 19:09:07 +0100,wip
42f3819,Amine Rehioui,2023-10-24 18:50:58 +0100,trains on curved tracks
08063cc,Amine Rehioui,2023-10-24 00:40:21 +0100,trains wip
35b0d38,Amine Rehioui,2023-10-23 22:28:55 +0100,trains wip
653c880,Amine Rehioui,2023-10-23 22:01:20 +0100,trains wip
95085c2,Amine Rehioui,2023-10-23 00:54:29 +0100,trains wip
1ea83e4,Amine Rehioui,2023-10-23 00:16:09 +0100,remove gameui options
e7e3dfc,Amine Rehioui,2023-10-22 23:53:35 +0100,Rails deduce initial dir from neighbors
63b6ab9,Amine Rehioui,2023-10-22 23:49:00 +0100,rail merging wip
ba392fc,Amine Rehioui,2023-10-22 00:44:25 +0100,rails wip
12220bd,Amine Rehioui,2023-10-21 23:08:53 +0100,rails wip
f04901d,Amine Rehioui,2023-10-21 01:07:12 +0100,rails wip
9f04de1,Amine Rehioui,2023-10-20 23:47:15 +0100,rails wip
c63fc89,Amine Rehioui,2023-10-19 20:14:14 +0100,rail dragging wip
e57eb7d,Amine Rehioui,2023-10-19 00:25:35 +0100,rails draggin wip
58202cc,Amine Rehioui,2023-10-18 23:52:42 +0100,rails wip
023935c,Amine Rehioui,2023-10-17 23:51:54 +0100,can highlight cells using the terrain shader
118c1c6,Amine Rehioui,2023-10-17 22:55:54 +0100,road dragging
f70e189,Amine Rehioui,2023-10-17 00:26:56 +0100,rails wip
090eaf2,Amine Rehioui,2023-10-16 00:16:24 +0100,rails wip
fd95b74,Amine Rehioui,2023-10-12 12:03:11 +0100,wip
4179697,Amine Rehioui,2023-10-11 01:26:01 +0100,wip
2ee4c83,Amine Rehioui,2023-10-01 00:28:03 +0100,rails wip
f43ef58,Amine Rehioui,2023-09-27 22:00:03 +0100,show grid
f01eb74,Amine Rehioui,2023-09-27 11:37:38 +0100,track glb
d592157,Amine Rehioui,2023-09-27 11:37:28 +0100,rails wip
07f9981,Amine Rehioui,2023-09-27 02:02:27 +0100,rails wip
0303d33,Amine Rehioui,2023-09-26 00:58:24 +0100,rails wip
7810d09,Amine Rehioui,2023-09-25 21:40:47 +0100,wip
a24f5cc,Amine Rehioui,2023-09-24 01:18:18 +0100,wip
46698ac,Amine Rehioui,2023-09-23 18:24:58 +0100,better object pools
356e06f,Amine Rehioui,2023-09-19 19:31:34 +0100,wip
54f40b9,Amine Rehioui,2023-09-19 01:03:49 +0100,flat roofs
4d17454,Amine Rehioui,2023-09-19 00:36:50 +0100,graphic tweaks
6a52a47,Amine Rehioui,2023-09-19 00:07:56 +0100,buildings wip
aa70d77,Amine Rehioui,2023-09-18 20:22:46 +0100,building wip
5cdc31b,Amine Rehioui,2023-09-03 00:15:30 +0100,buildings wip
07e5c5e,Amine Rehioui,2023-09-02 21:11:38 +0100,road tiles on gpu
eb9a398,Amine Rehioui,2023-09-01 01:49:58 +0100,three stats
57b98d0,Amine Rehioui,2023-08-31 20:32:08 +0100,add three stats
0a9e463,Amine Rehioui,2023-08-28 19:46:06 +0100,wip
425da16,Amine Rehioui,2023-08-28 19:29:53 +0100,much better cell picking across sectors
ecec97f,Amine Rehioui,2023-08-23 16:42:17 +0100,wip
bd68997,Amine Rehioui,2023-08-23 15:45:22 +0100,terrain shader
be7c77d,Amine Rehioui,2023-08-23 02:16:36 +0100,terrain shader wip
174d166,Amine Rehioui,2023-08-22 14:04:51 +0100,terrain texturing wip
ae45c6b,Amine Rehioui,2023-08-22 02:20:41 +0100,roads wip
cf47fcf,Amine Rehioui,2023-08-21 20:22:06 +0100,multi cell brush wip
579e107,Amine Rehioui,2023-08-21 18:08:42 +0100,camera bounds fix
fa19c6b,Amine Rehioui,2023-08-20 09:49:37 +0100,fix camera scrolling
843de4a,Amine Rehioui,2023-08-20 01:26:53 +0100,camera rotation upgrade wip
62e7ccf,Amine Rehioui,2023-08-19 22:58:17 +0100,add stats.js
e0bd0ad,Amine Rehioui,2023-08-19 22:57:56 +0100,multi sector picking
d1c4814,Amine Rehioui,2023-08-19 17:32:41 +0100,keep edges flat
3d304e7,Amine Rehioui,2023-08-19 11:26:59 +0100,fix elevation bug
612171f,Amine Rehioui,2023-08-19 03:32:00 +0100,elevation wip
20d445f,Amine Rehioui,2023-08-18 15:38:39 +0100,elevation across sectors
032d73e,Amine Rehioui,2023-08-18 00:43:28 +0100,elevation propagates to sectors wip
ceda3b7,Amine Rehioui,2023-08-18 00:16:47 +0100,Multiple sectors wip
f857502,Amine Rehioui,2023-08-17 22:35:23 +0100,multi sectors wip
de1eb12,Amine Rehioui,2023-08-17 12:50:45 +0100,polish
9663b1c,Amine Rehioui,2023-08-16 17:03:11 +0100,Linear cell elevation propagation Triangle picking takes intersection distance and normal into account
cee0a30,Amine Rehioui,2023-08-16 14:42:24 +0100,fix elevation math
1aa369b,Amine Rehioui,2023-08-16 00:02:26 +0100,cell elevation based on vertices
2e75f47,Amine Rehioui,2023-08-15 18:57:47 +0100,tile selection with triangle picking
3e7d1c8,Amine Rehioui,2023-08-15 17:55:28 +0100,tileselector using textures
672fc03,Amine Rehioui,2023-08-15 16:47:12 +0100,Tile selector using geometry fail.. NEXT is to use a textured tile overlayed on the cell!
2af9feb,Amine Rehioui,2023-08-14 23:22:22 +0100,new tileselector wup
f241645,Amine Rehioui,2023-08-14 13:13:37 +0100,new elevation method
bd2431f,Amine Rehioui,2023-08-14 12:19:03 +0100,new cell elavation wip
3ee47f9,Amine Rehioui,2023-08-14 01:16:03 +0100,terrain coolor
7457254,Amine Rehioui,2023-08-12 23:13:13 +0100,camera rotation
bdcaf6a,Amine Rehioui,2023-08-11 19:03:10 +0100,camera rotation
98e926d,Amine Rehioui,2023-08-08 18:00:53 +0100,elevation wip
f65f3b3,Amine Rehioui,2023-07-26 02:39:29 +0100,height selection wip
699f357,Amine Rehioui,2023-07-25 01:59:44 +0100,terrain wip
9d9439e,Amine Rehioui,2023-07-24 11:29:05 +0100,minor
eb6102a,Amine Rehioui,2023-07-24 02:07:39 +0100,road dragging
f6445a5,Amine Rehioui,2023-07-23 20:25:37 +0100,road tiles wip
e9e5724,Amine Rehioui,2023-07-23 19:54:36 +0100,road tiles
452cd35,Amine Rehioui,2023-07-22 23:50:31 +0100,road tiles wip
9c5fb95,Amine Rehioui,2023-07-20 16:20:52 +0100,wip
f8202f5,Amine Rehioui,2023-07-16 20:15:03 +0100,curves wip
a5ec576,Amine Rehioui,2023-07-15 01:23:06 +0100,curves wip
5004971,Amine Rehioui,2023-07-14 02:03:28 +0100,curved roads wip
0556b45,Amine Rehioui,2023-07-13 00:40:17 +0100,simplify road creation
d897097,Amine Rehioui,2023-07-12 18:44:50 +0100,road bui;ding wip
438df58,Amine Rehioui,2023-07-12 15:26:55 +0100,road placement algo
cea68e7,Amine Rehioui,2023-07-12 01:57:50 +0100,roads wip
532ba06,Amine Rehioui,2023-07-11 22:39:18 +0100,wip
251758b,Amine Rehioui,2023-07-11 21:57:03 +0100,add .blend to lfs
d2c554d,Amine Rehioui,2023-07-11 21:54:19 +0100,actions wip
b10dc2b,Amine Rehioui,2023-07-11 15:45:31 +0100,virtual ui clicks road highlight wip
95e1c5a,Amine Rehioui,2023-07-11 01:48:17 +0100,no longer relying on esbuild.minifyIdentifiers in release
f1738ac,Amine Rehioui,2023-07-10 20:06:19 +0100,fix release build - function names should not be minified
efbf17c,Amine Rehioui,2023-07-10 20:05:39 +0100,polish
94dc325,Amine Rehioui,2023-07-10 19:38:01 +0100,polish
b9dc83b,Amine Rehioui,2023-07-10 19:35:46 +0100,ui wip
de87872,Amine Rehioui,2023-07-10 15:43:20 +0100,road wip
3ca0e17,Amine Rehioui,2023-07-10 12:02:10 +0100,road decorations wip
665d0b1,Amine Rehioui,2023-07-10 02:13:32 +0100,arrows wip
0294c82,Amine Rehioui,2023-07-10 01:00:07 +0100,roads wip
6956c26,Amine Rehioui,2023-07-09 21:35:27 +0100,roads wip
f604a5a,Amine Rehioui,2023-07-08 16:35:19 +0100,roads wip
79c09e3,Amine Rehioui,2023-07-08 01:34:01 +0100,roads wip
964e15c,Amine Rehioui,2023-07-04 01:56:23 +0100,variable cellsize
526029d,Amine Rehioui,2023-07-03 13:13:35 +0100,minor
6174dcf,Amine Rehioui,2023-07-03 13:06:20 +0100,support sectors when pathfinding
d64513e,Amine Rehioui,2023-07-03 11:47:48 +0100,a* pathfinding functional
b9422f2,Amine Rehioui,2023-07-03 01:12:24 +0100,pathfinding wip
0b726a9,Amine Rehioui,2023-07-02 02:26:33 +0100,camera bounds can expand
feb90a9,Amine Rehioui,2023-06-21 21:27:18 +0100,sectors wip
c254093,Amine Rehioui,2023-06-20 20:45:46 +0100,character motion
51875d4,Amine Rehioui,2023-06-20 14:52:05 +0100,entities and components
ed5fb2b,Amine Rehioui,2023-05-21 19:03:40 +0000,wip
5a9e66a,Amine Rehioui,2023-05-07 00:55:44 +0000,camera clamping improvement
b93b62b,Amine Rehioui,2023-05-07 00:45:51 +0000,can add buildings
5692d6a,Amine Rehioui,2023-05-06 20:37:34 +0000,camera bounds checking
2204306,Amine Rehioui,2023-04-29 03:21:33 +0000,click plane
bd09450,Amine Rehioui,2023-04-28 15:36:43 +0000,wip
6f3a665,Amine Rehioui,2023-04-28 01:36:22 +0000,map wip zoom around cursor
c26c2f1,Amine Rehioui,2023-04-27 01:57:44 +0000,Handle camera panning in both web and desktop - legit cursor focus handling
1737c65,Amine Rehioui,2023-04-26 22:59:38 +0000,camera movement wip
9be50f2,Amine Rehioui,2023-04-26 03:06:36 +0000,camera wip
4eaff93,Amine Rehioui,2023-04-26 01:52:58 +0000,remove pixi
7cba32f,Amine Rehioui,2023-04-25 22:09:56 +0000,three js wip
3a44eb3,Amine Rehioui,2023-04-23 18:57:44 +0000,wip
4e3c8e4,Amine Rehioui,2023-04-23 01:36:41 +0000,wip
08ea815,Amine Rehioui,2023-04-23 00:08:31 +0000,wip
fa49b88,Amine Rehioui,2023-04-23 00:01:20 +0000,wip
a4ca129,Amine Rehioui,2023-04-22 18:32:24 +0000,populate
